0,1,2,3,4,5,6,7,8,9,10
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
specialty bar,rolls/buns,,,,,,,,,
berries,pastry,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
ready soups,pastry,,,,,,,,,
other vegetables,photo/film,newspapers,,,,,,,,
rolls/buns,brown bread,canned beer,,,,,,,,
detergent,whole milk,,,,,,,,,
pork,yogurt,butter milk,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
candles,chewing gum,,,,,,,,,
jam,margarine,,,,,,,,,
rolls/buns,soda,,,,,,,,,
soda,beef,,,,,,,,,
bottled water,domestic eggs,frozen meals,,,,,,,,
whole milk,beef,citrus fruit,newspapers,bottled water,,,,,,
other vegetables,other vegetables,,,,,,,,,
onions,bottled beer,yogurt,rolls/buns,,,,,,,
tropical fruit,bottled water,kitchen towels,processed cheese,,,,,,,
sausage,hygiene articles,ice cream,,,,,,,,
pork,whole milk,other vegetables,,,,,,,,
pork,male cosmetics,pastry,chewing gum,brandy,,,,,,
beef,kitchen towels,fruit/vegetable juice,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
sausage,root vegetables,,,,,,,,,
sliced cheese,pasta,,,,,,,,,
root vegetables,napkins,,,,,,,,,
sausage,yogurt,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
onions,sauces,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
dessert,bottled water,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
bottled water,chocolate,jam,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
canned beer,frozen meals,beef,canned beer,coffee,,,,,,
chicken,napkins,other vegetables,newspapers,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
bottled beer,soda,,,,,,,,,
cling film/bags,curd,,,,,,,,,
dog food,white bread,,,,,,,,,
candy,candy,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
salt,fruit/vegetable juice,,,,,,,,,
sugar,bottled water,,,,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
waffles,ketchup,candy,,,,,,,,
whole milk,newspapers,,,,,,,,,
baking powder,yogurt,,,,,,,,,
long life bakery product,waffles,,,,,,,,,
other vegetables,mustard,,,,,,,,,
meat,sausage,baking powder,pastry,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
shopping bags,detergent,,,,,,,,,
beef,whole milk,candy,,,,,,,,
whole milk,pastry,,,,,,,,,
bottled water,dishes,,,,,,,,,
chicken,cling film/bags,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
ham,whole milk,whole milk,soda,,,,,,,
hamburger meat,sausage,tropical fruit,other vegetables,white bread,bottled water,spread cheese,sugar,,,
whole milk,onions,,,,,,,,,
packaged fruit/vegetables,onions,,,,,,,,,
pastry,waffles,,,,,,,,,
soda,butter,other vegetables,margarine,,,,,,,
beverages,candles,,,,,,,,,
whole milk,shopping bags,yogurt,canned beer,,,,,,,
other vegetables,dessert,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
butter milk,mayonnaise,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
UHT-milk,other vegetables,cream cheese ,rolls/buns,,,,,,,
frankfurter,newspapers,,,,,,,,,
misc. beverages,sausage,root vegetables,liquor (appetizer),coffee,,,,,,
root vegetables,semi-finished bread,canned beer,newspapers,,,,,,,
margarine,processed cheese,,,,,,,,,
citrus fruit,pork,other vegetables,yogurt,,,,,,,
whole milk,other vegetables,pip fruit,sparkling wine,,,,,,,
instant coffee,chewing gum,,,,,,,,,
domestic eggs,yogurt,,,,,,,,,
pork,pickled vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
root vegetables,flour,,,,,,,,,
beverages,dessert,,,,,,,,,
whole milk,frozen fish,specialty chocolate,,,,,,,,
frankfurter,beef,red/blush wine,whole milk,frozen dessert,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
jam,root vegetables,,,,,,,,,
softener,soda,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
specialty chocolate,margarine,,,,,,,,,
other vegetables,sausage,white bread,soda,,,,,,,
frankfurter,herbs,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
citrus fruit,hamburger meat,photo/film,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
chicken,white wine,margarine,,,,,,,,
pip fruit,spread cheese,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
hamburger meat,organic sausage,,,,,,,,,
tropical fruit,dishes,other vegetables,,,,,,,,
tropical fruit,pastry,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
liquor,butter milk,,,,,,,,,
whole milk,bottled water,,,,,,,,,
long life bakery product,hamburger meat,whole milk,,,,,,,,
other vegetables,chicken,,,,,,,,,
curd,newspapers,,,,,,,,,
whole milk,coffee,,,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
whole milk,chewing gum,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
soda,rolls/buns,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
grapes,root vegetables,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pastry,chewing gum,,,,,,,,,
dessert,whole milk,,,,,,,,,
salty snack,butter,,,,,,,,,
mustard,whipped/sour cream,,,,,,,,,
brandy,dessert,,,,,,,,,
pastry,specialty cheese,soap,rolls/buns,,,,,,,
frankfurter,brown bread,,,,,,,,,
beverages,root vegetables,frozen meals,,,,,,,,
frozen dessert,beef,citrus fruit,root vegetables,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
spread cheese,other vegetables,whole milk,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
soda,pastry,,,,,,,,,
sausage,soda,curd,house keeping products,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
hamburger meat,whole milk,,,,,,,,,
sugar,seasonal products,,,,,,,,,
dessert,bottled water,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
citrus fruit,flour,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
berries,frozen meals,dish cleaner,,,,,,,,
root vegetables,meat,,,,,,,,,
liqueur,whole milk,,,,,,,,,
pet care,frozen vegetables,spices,,,,,,,,
chicken,citrus fruit,other vegetables,margarine,hard cheese,soft cheese,,,,,
curd cheese,newspapers,UHT-milk,,,,,,,,
domestic eggs,root vegetables,semi-finished bread,curd,,,,,,,
salty snack,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,white bread,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
canned beer,salty snack,soda,,,,,,,,
sausage,whole milk,root vegetables,soft cheese,,,,,,,
bottled water,shopping bags,soda,flour,,,,,,,
cream cheese ,yogurt,bottled beer,bottled beer,,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
brown bread,yogurt,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
misc. beverages,rice,soda,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
citrus fruit,mustard,,,,,,,,,
pork,cleaner,,,,,,,,,
pastry,frankfurter,long life bakery product,whipped/sour cream,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,
nuts/prunes,root vegetables,white wine,pastry,,,,,,,
tropical fruit,canned beer,hygiene articles,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
pip fruit,cat food,,,,,,,,,
rolls/buns,candy,,,,,,,,,
ham,rolls/buns,whole milk,rum,berries,cleaner,,,,,
whipped/sour cream,salad dressing,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
specialty chocolate,tropical fruit,,,,,,,,,
onions,curd,,,,,,,,,
napkins,beef,brown bread,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,rolls/buns,jam,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
vinegar,whole milk,,,,,,,,,
berries,white bread,,,,,,,,,
sausage,specialty cheese,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
beef,hair spray,,,,,,,,,
grapes,zwieback,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
yogurt,yogurt,,,,,,,,,
soda,pip fruit,sugar,brown bread,,,,,,,
newspapers,margarine,,,,,,,,,
pork,ice cream,yogurt,,,,,,,,
beverages,cat food,soda,,,,,,,,
butter,soda,,,,,,,,,
butter,domestic eggs,,,,,,,,,
soda,candles,,,,,,,,,
curd,frozen meals,,,,,,,,,
root vegetables,other vegetables,whole milk,frozen meals,,,,,,,
hamburger meat,curd,,,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
finished products,domestic eggs,,,,,,,,,
onions,margarine,sweet spreads,,,,,,,,
cocoa drinks,red/blush wine,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
beef,onions,,,,,,,,,
pork,citrus fruit,UHT-milk,dessert,,,,,,,
frozen vegetables,liquor (appetizer),,,,,,,,,
sausage,pork,,,,,,,,,
frankfurter,detergent,chocolate,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
other vegetables,whole milk,sliced cheese,,,,,,,,
soda,yogurt,,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
sausage,whole milk,,,,,,,,,
frankfurter,other vegetables,cream cheese ,,,,,,,,
beef,red/blush wine,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
curd,soda,sugar,specialty chocolate,artif. sweetener,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
whole milk,yogurt,,,,,,,,,
herbs,onions,brown bread,,,,,,,,
frankfurter,yogurt,,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
UHT-milk,flower soil/fertilizer,salty snack,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
berries,pet care,,,,,,,,,
dessert,coffee,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
frankfurter,napkins,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
specialty chocolate,hamburger meat,frozen fish,,,,,,,,
salty snack,soups,,,,,,,,,
pork,pastry,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
canned beer,yogurt,,,,,,,,,
whole milk,pork,,,,,,,,,
nuts/prunes,vinegar,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
whole milk,yogurt,frozen vegetables,,,,,,,,
coffee,tidbits,,,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
soda,whipped/sour cream,,,,,,,,,
other vegetables,rum,bottled water,,,,,,,,
sausage,nuts/prunes,,,,,,,,,
frozen potato products,whipped/sour cream,,,,,,,,,
semi-finished bread,margarine,butter,,,,,,,,
beef,white wine,pip fruit,,,,,,,,
rolls/buns,sliced cheese,,,,,,,,,
ham,rolls/buns,,,,,,,,,
whole milk,frankfurter,chicken,frankfurter,flour,chocolate,bottled beer,rolls/buns,,,
bottled beer,hamburger meat,,,,,,,,,
sliced cheese,onions,,,,,,,,,
onions,waffles,,,,,,,,,
yogurt,bottled water,long life bakery product,,,,,,,,
pastry,shopping bags,sugar,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
shopping bags,snack products,,,,,,,,,
whole milk,cat food,,,,,,,,,
pip fruit,newspapers,chocolate,,,,,,,,
sausage,white bread,,,,,,,,,
tropical fruit,yogurt,candy,,,,,,,,
tropical fruit,bottled beer,cake bar,yogurt,,,,,,,
pip fruit,white bread,rolls/buns,,,,,,,,
bottled water,other vegetables,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
pip fruit,hamburger meat,brown bread,cream cheese ,curd,,,,,,
rolls/buns,baking powder,onions,bottled water,,,,,,,
whole milk,root vegetables,,,,,,,,,
grapes,long life bakery product,,,,,,,,,
instant coffee,yogurt,other vegetables,,,,,,,,
soda,berries,root vegetables,bottled beer,,,,,,,
sausage,fruit/vegetable juice,pot plants,,,,,,,,
tropical fruit,citrus fruit,chocolate,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
pet care,newspapers,dog food,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
berries,condensed milk,,,,,,,,,
frozen potato products,margarine,,,,,,,,,
tropical fruit,other vegetables,pastry,tropical fruit,long life bakery product,bottled water,UHT-milk,fruit/vegetable juice,,,
whipped/sour cream,root vegetables,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
curd,frankfurter,white bread,pip fruit,waffles,,,,,,
citrus fruit,shopping bags,cream cheese ,,,,,,,,
canned fish,fruit/vegetable juice,,,,,,,,,
ham,bottled beer,,,,,,,,,
sausage,soda,rolls/buns,,,,,,,,
whole milk,frozen meals,,,,,,,,,
dessert,rice,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
white wine,white bread,,,,,,,,,
newspapers,soda,,,,,,,,,
ham,liquor (appetizer),,,,,,,,,
other vegetables,yogurt,,,,,,,,,
root vegetables,long life bakery product,,,,,,,,,
turkey,canned beer,abrasive cleaner,,,,,,,,
tropical fruit,packaged fruit/vegetables,cereals,,,,,,,,
chicken,bottled water,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
pip fruit,other vegetables,semi-finished bread,sliced cheese,,,,,,,
spread cheese,specialty cheese,dish cleaner,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
berries,whipped/sour cream,bottled water,,,,,,,,
brown bread,flour,,,,,,,,,
misc. beverages,oil,,,,,,,,,
frankfurter,bottled beer,other vegetables,bottled beer,,,,,,,
curd,soda,ice cream,,,,,,,,
berries,other vegetables,,,,,,,,,
frankfurter,ham,white wine,detergent,popcorn,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
chicken,soda,,,,,,,,,
pastry,other vegetables,cake bar,,,,,,,,
cream cheese ,baking powder,,,,,,,,,
pork,yogurt,coffee,,,,,,,,
long life bakery product,butter,rolls/buns,newspapers,,,,,,,
shopping bags,soda,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
hamburger meat,seasonal products,,,,,,,,,
pastry,bottled water,,,,,,,,,
misc. beverages,other vegetables,rolls/buns,brown bread,,,,,,,
beverages,packaged fruit/vegetables,,,,,,,,,
soft cheese,pip fruit,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
soda,spices,shopping bags,,,,,,,,
onions,whole milk,,,,,,,,,
red/blush wine,berries,,,,,,,,,
whole milk,coffee,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
tropical fruit,flower soil/fertilizer,flour,specialty bar,,,,,,,
pip fruit,frozen fish,cling film/bags,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
dessert,jam,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
newspapers,soups,,,,,,,,,
frankfurter,whipped/sour cream,cat food,,,,,,,,
butter,hygiene articles,,,,,,,,,
pet care,cake bar,,,,,,,,,
soda,hygiene articles,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
frankfurter,citrus fruit,specialty chocolate,,,,,,,,
grapes,waffles,soda,,,,,,,,
sausage,hamburger meat,other vegetables,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,pork,,,,,,,,,
chicken,roll products ,,,,,,,,,
citrus fruit,sausage,domestic eggs,citrus fruit,dishes,,,,,,
pork,soda,,,,,,,,,
root vegetables,male cosmetics,,,,,,,,,
coffee,butter milk,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
tropical fruit,rolls/buns,zwieback,,,,,,,,
beverages,whipped/sour cream,,,,,,,,,
frankfurter,pastry,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
rolls/buns,pork,canned beer,root vegetables,canned beer,shopping bags,oil,soda,,,
salt,oil,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
sausage,frozen meals,,,,,,,,,
beef,tropical fruit,,,,,,,,,
frankfurter,frankfurter,tropical fruit,berries,,,,,,,
tropical fruit,frozen vegetables,whole milk,snack products,,,,,,,
sausage,root vegetables,,,,,,,,,
salt,canned beer,roll products ,,,,,,,,
soda,brandy,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
yogurt,salty snack,,,,,,,,,
root vegetables,butter,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
bottled water,red/blush wine,,,,,,,,,
beef,tea,,,,,,,,,
whole milk,bottled water,,,,,,,,,
margarine,whipped/sour cream,,,,,,,,,
waffles,instant coffee,,,,,,,,,
beverages,frozen meals,,,,,,,,,
ice cream,white wine,soups,instant coffee,,,,,,,
pork,UHT-milk,,,,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
beverages,other vegetables,,,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
bottled water,chocolate,,,,,,,,,
other vegetables,other vegetables,rolls/buns,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
soda,rolls/buns,,,,,,,,,
other vegetables,shopping bags,shopping bags,,,,,,,,
pork,pastry,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
citrus fruit,butter,,,,,,,,,
cat food,male cosmetics,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
whole milk,waffles,,,,,,,,,
pork,rolls/buns,,,,,,,,,
bottled beer,root vegetables,pip fruit,other vegetables,dessert,rolls/buns,shopping bags,,,,
ham,sugar,,,,,,,,,
bottled beer,pastry,,,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
citrus fruit,misc. beverages,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,tropical fruit,soda,newspapers,,,,,,,
packaged fruit/vegetables,pip fruit,,,,,,,,,
hygiene articles,semi-finished bread,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
whipped/sour cream,butter milk,shopping bags,,,,,,,,
tropical fruit,frozen fish,soda,newspapers,,,,,,,
soda,other vegetables,bottled beer,,,,,,,,
whole milk,shopping bags,rolls/buns,,,,,,,,
seasonal products,herbs,spread cheese,pickled vegetables,,,,,,,
frozen fish,specialty chocolate,,,,,,,,,
pork,root vegetables,,,,,,,,,
oil,shopping bags,,,,,,,,,
yogurt,soda,frozen fish,,,,,,,,
chicken,specialty bar,newspapers,liquor,,,,,,,
margarine,brown bread,,,,,,,,,
candy,soda,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
canned beer,whole milk,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
beef,chocolate marshmallow,margarine,,,,,,,,
misc. beverages,other vegetables,specialty chocolate,,,,,,,,
frozen vegetables,beef,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
soda,Instant food products,,,,,,,,,
soda,other vegetables,frozen vegetables,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
grapes,napkins,,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
pork,beverages,frozen fish,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
canned beer,brown bread,napkins,,,,,,,,
pork,soda,yogurt,,,,,,,,
sliced cheese,cling film/bags,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
photo/film,chewing gum,,,,,,,,,
oil,other vegetables,rolls/buns,,,,,,,,
bottled beer,sausage,candy,yogurt,,,,,,,
beef,pip fruit,,,,,,,,,
misc. beverages,liquor,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
other vegetables,processed cheese,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
ice cream,meat spreads,,,,,,,,,
root vegetables,meat,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
chicken,frozen meals,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
whipped/sour cream,whole milk,cream cheese ,napkins,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
shopping bags,salty snack,house keeping products,,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
ham,canned beer,soups,,,,,,,,
berries,other vegetables,,,,,,,,,
yogurt,pasta,,,,,,,,,
cream cheese ,rice,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
soda,whole milk,,,,,,,,,
bottled water,sausage,whole milk,margarine,,,,,,,
grapes,semi-finished bread,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
other vegetables,soda,,,,,,,,,
pip fruit,shopping bags,yogurt,,,,,,,,
soft cheese,berries,,,,,,,,,
yogurt,ham,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
dishes,other vegetables,pastry,,,,,,,,
ice cream,canned beer,,,,,,,,,
ice cream,sliced cheese,,,,,,,,,
tropical fruit,yogurt,misc. beverages,,,,,,,,
bottled beer,whole milk,,,,,,,,,
pastry,pet care,margarine,,,,,,,,
specialty bar,cream cheese ,,,,,,,,,
soda,nut snack,,,,,,,,,
whole milk,pork,brown bread,other vegetables,,,,,,,
tropical fruit,pip fruit,whole milk,other vegetables,,,,,,,
sausage,root vegetables,,,,,,,,,
fruit/vegetable juice,flower (seeds),,,,,,,,,
beverages,rolls/buns,soups,white bread,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
coffee,whole milk,,,,,,,,,
tropical fruit,grapes,chocolate marshmallow,yogurt,red/blush wine,brown bread,,,,,
beef,berries,,,,,,,,,
oil,herbs,,,,,,,,,
canned beer,berries,butter,baking powder,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
whole milk,whole milk,napkins,,,,,,,,
newspapers,other vegetables,yogurt,,,,,,,,
onions,pastry,shopping bags,,,,,,,,
root vegetables,turkey,bottled water,,,,,,,,
pip fruit,meat,frozen vegetables,bottled water,,,,,,,
condensed milk,curd,,,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
cleaner,pastry,,,,,,,,,
citrus fruit,semi-finished bread,yogurt,,,,,,,,
onions,waffles,bottled beer,,,,,,,,
sausage,detergent,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
newspapers,soft cheese,,,,,,,,,
citrus fruit,beef,rolls/buns,whole milk,,,,,,,
rolls/buns,berries,,,,,,,,,
UHT-milk,berries,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
pickled vegetables,onions,,,,,,,,,
chocolate,margarine,,,,,,,,,
hygiene articles,shopping bags,,,,,,,,,
sausage,butter,whole milk,,,,,,,,
white bread,white bread,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
beverages,bottled beer,domestic eggs,chocolate,,,,,,,
meat spreads,tropical fruit,rolls/buns,,,,,,,,
meat,bottled water,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
sausage,coffee,,,,,,,,,
whole milk,ice cream,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
dog food,curd,,,,,,,,,
dessert,whole milk,,,,,,,,,
beverages,shopping bags,,,,,,,,,
chocolate,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
meat,onions,whole milk,whole milk,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
pork,beef,canned beer,newspapers,fruit/vegetable juice,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
grapes,chicken,bottled beer,root vegetables,,,,,,,
whole milk,pip fruit,,,,,,,,,
beef,pastry,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
